split	family	scenario	root	regime	center_distance	family_code	expert	budget	attempt_wall_us	accepted	execution_failure	gate_mismatch	terminal_wall_us
training	ConditionedCubic	39	1.7928571428571427	0.61328125	0.11328125	0.5	conditioned-low-v1	3	179.416	1	0	0	144.625
training	ConditionedCubic	39	1.7928571428571427	0.61328125	0.11328125	0.5	conditioned-low-v1	4	179.583	1	0	0	144.625
training	ConditionedCubic	39	1.7928571428571427	0.61328125	0.11328125	0.5	conditioned-middle-v1	0	44.082999999999998	0	0	0	144.625
training	ConditionedCubic	39	1.7928571428571427	0.61328125	0.11328125	0.5	conditioned-middle-v1	2	132.041	0	0	0	144.625
training	ConditionedCubic	39	1.7928571428571427	0.61328125	0.11328125	0.5	conditioned-middle-v1	3	173.708	1	0	0	144.625
training	ConditionedCubic	39	1.7928571428571427	0.61328125	0.11328125	0.5	conditioned-middle-v1	4	174.5	1	0	0	144.625
training	ConditionedCubic	39	1.7928571428571427	0.61328125	0.11328125	0.5	conditioned-high-v1	0	44.290999999999997	0	0	0	144.625
training	ConditionedCubic	39	1.7928571428571427	0.61328125	0.11328125	0.5	conditioned-high-v1	2	132.37500000000003	0	0	0	144.625
training	ConditionedCubic	39	1.7928571428571427	0.61328125	0.11328125	0.5	conditioned-high-v1	3	174	1	0	0	144.625
training	ConditionedCubic	39	1.7928571428571427	0.61328125	0.11328125	0.5	conditioned-high-v1	4	174.083	1	0	0	144.625
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-low-v1	0	50.332999999999998	0	0	0	188.583
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-low-v1	2	138.62500000000003	0	0	0	188.583
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-low-v1	3	180.25	1	0	0	188.583
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-low-v1	4	180.625	1	0	0	188.583
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-middle-v1	0	44.748999999999995	0	0	0	188.583
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-middle-v1	2	133.54100000000003	0	0	0	188.583
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-middle-v1	3	175.291	1	0	0	188.583
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-middle-v1	4	175.167	1	0	0	188.583
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-high-v1	0	43.707999999999998	0	0	0	188.583
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-high-v1	2	131.74900000000002	0	0	0	188.583
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-high-v1	3	174.792	1	0	0	188.583
training	ConditionedCubic	40	1.1619047619047618	0.62890625	0.12890625	0.5	conditioned-high-v1	4	173.875	1	0	0	188.583
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-low-v1	0	50.582999999999998	0	0	0	183.667
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-low-v1	2	138.20899999999997	0	0	0	183.667
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-low-v1	3	183.166	1	0	0	183.667
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-low-v1	4	180.5	1	0	0	183.667
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-middle-v1	0	46	0	0	0	183.667
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-middle-v1	2	132.75000000000003	0	0	0	183.667
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-middle-v1	3	173.25	1	0	0	183.667
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-middle-v1	4	173.708	1	0	0	183.667
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-high-v1	0	43.209000000000003	0	0	0	183.667
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-high-v1	2	130.5	0	0	0	183.667
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-high-v1	3	171.583	1	0	0	183.667
training	ConditionedCubic	41	1.2928571428571427	0.64453125	0.14453125	0.5	conditioned-high-v1	4	172.417	1	0	0	183.667
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-low-v1	0	50.791999999999973	0	0	0	232
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-low-v1	2	140.83299999999997	0	0	0	232
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-low-v1	3	181.166	1	0	0	232
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-low-v1	4	180.375	1	0	0	232
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-middle-v1	0	46.042000000000002	0	0	0	232
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-middle-v1	2	133.625	0	0	0	232
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-middle-v1	3	176.375	1	0	0	232
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-middle-v1	4	176.208	1	0	0	232
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-high-v1	0	42.875999999999976	0	0	0	232
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-high-v1	2	131.125	0	0	0	232
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-high-v1	3	174.084	1	0	0	232
training	ConditionedCubic	42	1.4238095238095236	0.66015625	0.16015625	0.5	conditioned-high-v1	4	173.458	1	0	0	232
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-low-v1	0	51.373999999999995	0	0	0	187.625
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-low-v1	2	140.20899999999997	0	0	0	187.625
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-low-v1	3	182.084	1	0	0	187.625
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-low-v1	4	181.875	1	0	0	187.625
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-middle-v1	0	46.957999999999998	0	0	0	187.625
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-middle-v1	2	136.00000000000003	0	0	0	187.625
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-middle-v1	3	178.166	1	0	0	187.625
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-middle-v1	4	177.791	1	0	0	187.625
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-high-v1	0	42.792000000000002	0	0	0	187.625
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-high-v1	2	131.29199999999997	0	0	0	187.625
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-high-v1	3	173.209	1	0	0	187.625
training	ConditionedCubic	43	1.5547619047619046	0.67578125	0.17578125	0.5	conditioned-high-v1	4	173.959	1	0	0	187.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-low-v1	0	51.667000000000002	0	0	0	188.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-low-v1	2	140.333	0	0	0	188.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-low-v1	3	182.542	1	0	0	188.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-low-v1	4	182	1	0	0	188.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-middle-v1	0	48	0	0	0	188.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-middle-v1	2	136.20699999999999	0	0	0	188.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-middle-v1	3	178.75	1	0	0	188.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-middle-v1	4	178.833	1	0	0	188.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-high-v1	0	42.542000000000002	0	0	0	188.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-high-v1	2	130.792	0	0	0	188.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-high-v1	3	173.584	1	0	0	188.625
training	ConditionedCubic	44	1.6857142857142855	0.69140625	0.19140625	0.5	conditioned-high-v1	4	172.791	1	0	0	188.625
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-low-v1	0	52.292000000000002	0	0	0	186.667
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-low-v1	2	140.792	0	0	0	186.667
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-low-v1	3	181.959	1	0	0	186.667
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-low-v1	4	183.125	1	0	0	186.667
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-middle-v1	0	48.5	0	0	0	186.667
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-middle-v1	2	136.83399999999997	0	0	0	186.667
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-middle-v1	3	178.291	1	0	0	186.667
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-middle-v1	4	178.417	1	0	0	186.667
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-high-v1	0	42.209000000000003	0	0	0	186.667
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-high-v1	2	130.41699999999997	0	0	0	186.667
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-high-v1	3	174.5	1	0	0	186.667
training	ConditionedCubic	45	1.8166666666666664	0.70703125	0.20703125	0.5	conditioned-high-v1	4	172.042	1	0	0	186.667
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-low-v1	0	52.542000000000002	0	0	0	185.458
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-low-v1	2	140.209	0	0	0	185.458
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-low-v1	3	182.667	1	0	0	185.458
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-low-v1	4	182.25	1	0	0	185.458
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-middle-v1	0	51.832999999999998	0	0	0	185.458
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-middle-v1	2	137.08300000000003	0	0	0	185.458
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-middle-v1	3	178.833	1	0	0	185.458
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-middle-v1	4	180.5	1	0	0	185.458
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-high-v1	0	43.665999999999997	0	0	0	185.458
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-high-v1	2	129.41800000000001	0	0	0	185.458
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-high-v1	3	171.083	1	0	0	185.458
training	ConditionedCubic	46	1.1857142857142857	0.72265625	0.22265625	0.5	conditioned-high-v1	4	172.708	1	0	0	185.458
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-low-v1	0	53.082999999999998	0	0	0	185.083
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-low-v1	2	140.91699999999997	0	0	0	185.083
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-low-v1	3	182	1	0	0	185.083
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-low-v1	4	181.833	1	0	0	185.083
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-middle-v1	0	50.623999999999995	0	0	0	185.083
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-middle-v1	2	137.58300000000003	0	0	0	185.083
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-middle-v1	3	179.334	1	0	0	185.083
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-middle-v1	4	180.208	1	0	0	185.083
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-high-v1	0	42.625	0	0	0	185.083
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-high-v1	2	132.12400000000002	0	0	0	185.083
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-high-v1	3	171.25	1	0	0	185.083
training	ConditionedCubic	47	1.3166666666666667	0.73828125	0.23828125	0.5	conditioned-high-v1	4	171	1	0	0	185.083
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-low-v1	0	53.665999999999997	0	0	0	229.041
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-low-v1	2	140.584	0	0	0	229.041
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-low-v1	3	183.125	1	0	0	229.041
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-low-v1	4	182.834	1	0	0	229.041
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-middle-v1	0	50.957999999999998	0	0	0	229.041
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-middle-v1	2	138.33399999999997	0	0	0	229.041
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-middle-v1	3	180.334	1	0	0	229.041
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-middle-v1	4	181.041	1	0	0	229.041
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-high-v1	0	41.082999999999998	0	0	0	229.041
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-high-v1	2	128.667	0	0	0	229.041
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-high-v1	3	171.084	1	0	0	229.041
training	ConditionedCubic	48	1.4476190476190476	0.75390625	0.25390625	0.5	conditioned-high-v1	4	170.375	1	0	0	229.041
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-low-v1	0	54.123999999999995	0	0	0	186.833
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-low-v1	2	141.75000000000003	0	0	0	186.833
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-low-v1	3	183.042	1	0	0	186.833
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-low-v1	4	183.625	1	0	0	186.833
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-middle-v1	0	51.832999999999998	0	0	0	186.833
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-middle-v1	2	141.91699999999997	0	0	0	186.833
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-middle-v1	3	180.875	1	0	0	186.833
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-middle-v1	4	181.5	1	0	0	186.833
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-high-v1	0	40.873999999999995	0	0	0	186.833
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-high-v1	2	128.166	0	0	0	186.833
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-high-v1	3	169.916	1	0	0	186.833
training	ConditionedCubic	49	1.5785714285714285	0.76953125	0.26953125	0.5	conditioned-high-v1	4	170.834	1	0	0	186.833
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-low-v1	0	57.125	0	0	0	183.459
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-low-v1	2	141.91600000000003	0	0	0	183.459
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-low-v1	3	182.292	1	0	0	183.459
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-low-v1	4	180.459	1	0	0	183.459
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-middle-v1	0	52.915999999999997	0	0	0	183.459
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-middle-v1	2	138.917	0	0	0	183.459
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-middle-v1	3	182.917	1	0	0	183.459
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-middle-v1	4	180.417	1	0	0	183.459
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-high-v1	0	40.542000000000002	0	0	0	183.459
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-high-v1	2	126.91600000000003	0	0	0	183.459
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-high-v1	3	169.333	1	0	0	183.459
training	ConditionedCubic	50	1.7095238095238094	0.78515625	0.28515625	0.5	conditioned-high-v1	4	166.833	1	0	0	183.459
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-low-v1	0	55.457999999999998	0	0	0	186.792
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-low-v1	2	138.874	0	0	0	186.792
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-low-v1	3	180.208	1	0	0	186.792
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-low-v1	4	180.75	1	0	0	186.792
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-middle-v1	0	53.375	0	0	0	186.792
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-middle-v1	2	138.58300000000003	0	0	0	186.792
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-middle-v1	3	186.084	1	0	0	186.792
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-middle-v1	4	183.416	1	0	0	186.792
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-high-v1	0	40.334000000000003	0	0	0	186.792
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-high-v1	2	128.16600000000003	0	0	0	186.792
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-high-v1	3	170.417	1	0	0	186.792
training	ConditionedCubic	51	1.8404761904761904	0.80078125	0.30078125	0.5	conditioned-high-v1	4	169.666	1	0	0	186.792
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-low-v1	0	55.832999999999998	0	0	0	185.916
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-low-v1	2	143.125	0	0	0	185.916
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-low-v1	3	187.25	1	0	0	185.916
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-low-v1	4	184.292	1	0	0	185.916
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-middle-v1	0	54.582999999999998	0	0	0	185.916
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-middle-v1	2	142.125	0	0	0	185.916
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-middle-v1	3	185.083	1	0	0	185.916
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-middle-v1	4	184	1	0	0	185.916
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-high-v1	0	40.209000000000003	0	0	0	185.916
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-high-v1	2	127.75000000000003	0	0	0	185.916
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-high-v1	3	170.333	1	0	0	185.916
training	ConditionedCubic	52	1.2095238095238094	0.81640625	0.31640625	0.5	conditioned-high-v1	4	169.625	1	0	0	185.916
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-low-v1	0	56.082999999999998	0	0	0	232
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-low-v1	2	143.66800000000001	0	0	0	232
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-low-v1	3	185.834	1	0	0	232
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-low-v1	4	185.208	1	0	0	232
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-middle-v1	0	55.707999999999998	0	0	0	232
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-middle-v1	2	143.20799999999997	0	0	0	232
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-middle-v1	3	185.041	1	0	0	232
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-middle-v1	4	185.292	1	0	0	232
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-high-v1	0	39.5	0	0	0	232
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-high-v1	2	127.33300000000003	0	0	0	232
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-high-v1	3	169.916	1	0	0	232
training	ConditionedCubic	53	1.3404761904761904	0.83203125	0.33203125	0.5	conditioned-high-v1	4	169.292	1	0	0	232
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-low-v1	0	56.167000000000002	0	0	0	230.041
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-low-v1	2	143.87400000000002	0	0	0	230.041
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-low-v1	3	185.625	1	0	0	230.041
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-low-v1	4	185.458	1	0	0	230.041
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-middle-v1	0	56.332999999999998	0	0	0	230.041
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-middle-v1	2	143.709	0	0	0	230.041
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-middle-v1	3	186.083	1	0	0	230.041
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-middle-v1	4	185.375	1	0	0	230.041
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-high-v1	0	39.291000000000025	0	0	0	230.041
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-high-v1	2	126.79199999999997	0	0	0	230.041
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-high-v1	3	168.875	1	0	0	230.041
training	ConditionedCubic	54	1.4714285714285713	0.84765625	0.34765625	0.5	conditioned-high-v1	4	168.709	1	0	0	230.041
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-low-v1	0	56.875	0	0	0	187.375
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-low-v1	2	145.00000000000003	0	0	0	187.375
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-low-v1	3	186	1	0	0	187.375
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-low-v1	4	186.292	1	0	0	187.375
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-middle-v1	0	57.5	0	0	0	187.375
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-middle-v1	2	147.12599999999998	0	0	0	187.375
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-middle-v1	3	186.459	1	0	0	187.375
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-middle-v1	4	187.458	1	0	0	187.375
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-high-v1	0	38.917000000000002	0	0	0	187.375
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-high-v1	2	126.542	0	0	0	187.375
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-high-v1	3	169.292	1	0	0	187.375
training	ConditionedCubic	55	1.6023809523809522	0.86328125	0.36328125	0.5	conditioned-high-v1	4	168.917	1	0	0	187.375
training	ConditionedCubic	56	1.7333333333333334	0.87890625	0.37890625	0.5	conditioned-low-v1	0	57.457999999999998	0	0	0	187.583
training	ConditionedCubic	56	1.7333333333333334	0.87890625	0.37890625	0.5	conditioned-low-v1	2	144.54199999999997	0	0	0	187.583
training	ConditionedCubic	56	1.7333333333333334	0.87890625	0.37890625	0.5	conditioned-low-v1	3	187.125	1	0	0	187.583
training	ConditionedCubic	56	1.7333333333333334	0.87890625	0.37890625	0.5	conditioned-low-v1	4	186.333	1	0	0	187.583
training	ConditionedCubic	56	1.7333333333333334	0.87890625	0.37890625	0.5	conditioned-middle-v1	0	58.415999999999997	0	0	0	187.583
training	ConditionedCubic	56	1.7333333333333334	0.87890625	0.37890625	0.5	conditioned-middle-v1	2	146.08300000000003	0	0	0	187.583
training	ConditionedCubic	56	1.7333333333333334	0.87890625	0.37890625	0.5	conditioned-middle-v1	3	188.083	1	0	0	187.583
training	ConditionedCubic	56	1.7333333333333334	0.87890625	0.37890625	0.5	conditioned-middle-v1	4	187.792	1	0	0	187.583
training	ConditionedCubic	56	1.7333333333333334	0.87890625	0.37890625	0.5	conditioned-high-v1	0	38.709000000000003	0	0	0	187.583
training	ConditionedCubic	56	1.7333333333333334	0.87890625	0.37890625	0.5	conditioned-high-v1	2	126.166	0	0	0	187.583
