split	matrix	request	repetition	schedule_position	attempt_index	backend	budget	executed_iterations	status	wall_us	residual_inf
training	bfwb398	sparse-tol6	3	8	1	gmres-ilu0-cpu-v1	250	1	gate-rejected	182.666	9.385339845540735e-07
training	bfwb398	sparse-tol6	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	875.375	1.0164395367051604e-20
training	bfwb398	sparse-tol6	4	2	0	gmres-ilut-cpu-v1	250	1	gate-rejected	3779.4580000000001	6.1666904079027487e-08
training	bfwb398	sparse-tol6	4	2	1	gmres-ilu0-cpu-v1	250	1	gate-rejected	87.459000000000003	9.385339845540735e-07
training	bfwb398	sparse-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	804.41600000000005	1.0164395367051604e-20
training	bfwb398	sparse-tol10	0	11	0	gmres-ilut-cpu-v1	250	3	gate-rejected	4414.25	5.0557545058411471e-12
training	bfwb398	sparse-tol10	0	11	1	gmres-ilu0-cpu-v1	250	5	gate-rejected	116.458	6.7097925881316343e-11
training	bfwb398	sparse-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	883.54100000000005	1.0164395367051604e-20
training	bfwb398	sparse-tol10	1	3	0	gmres-ilut-cpu-v1	250	3	gate-rejected	2592.4169999999999	5.0557545058411471e-12
training	bfwb398	sparse-tol10	1	3	1	gmres-ilu0-cpu-v1	250	5	gate-rejected	116.042	6.7097925881316343e-11
training	bfwb398	sparse-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	572.25	1.0164395367051604e-20
training	bfwb398	sparse-tol10	2	7	0	gmres-ilut-cpu-v1	250	3	gate-rejected	3130.125	5.0557545058411471e-12
training	bfwb398	sparse-tol10	2	7	1	gmres-ilu0-cpu-v1	250	5	gate-rejected	114.25	6.7097925881316343e-11
training	bfwb398	sparse-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	621.5	1.0164395367051604e-20
training	bfwb398	sparse-tol10	3	8	0	gmres-ilut-cpu-v1	250	3	gate-rejected	2905.625	5.0557545058411471e-12
training	bfwb398	sparse-tol10	3	8	1	gmres-ilu0-cpu-v1	250	5	gate-rejected	173.583	6.7097925881316343e-11
training	bfwb398	sparse-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	626.5	1.0164395367051604e-20
training	bfwb398	sparse-tol10	4	2	0	gmres-ilut-cpu-v1	250	3	gate-rejected	3186.6660000000002	5.0557545058411471e-12
training	bfwb398	sparse-tol10	4	2	1	gmres-ilu0-cpu-v1	250	5	gate-rejected	121.041	6.7097925881316343e-11
training	bfwb398	sparse-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	683.04200000000003	1.0164395367051604e-20
training	bfwb398	random-like-tol6	0	11	0	gmres-ilut-cpu-v1	250	1	gate-rejected	3084.4160000000002	1.0198612697283418e-07
training	bfwb398	random-like-tol6	0	11	1	gmres-ilu0-cpu-v1	250	2	gate-rejected	91.167000000000002	1.1981049491078092e-07
training	bfwb398	random-like-tol6	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	616.75	1.3552527156068805e-20
training	bfwb398	random-like-tol6	1	3	0	gmres-ilut-cpu-v1	250	1	gate-rejected	2748.5419999999999	1.0198612697283418e-07
training	bfwb398	random-like-tol6	1	3	1	gmres-ilu0-cpu-v1	250	2	gate-rejected	89.75	1.1981049491078092e-07
training	bfwb398	random-like-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	573.33399999999995	1.3552527156068805e-20
training	bfwb398	random-like-tol6	2	7	0	gmres-ilut-cpu-v1	250	1	gate-rejected	2737.375	1.0198612697283418e-07
training	bfwb398	random-like-tol6	2	7	1	gmres-ilu0-cpu-v1	250	2	gate-rejected	87.417000000000002	1.1981049491078092e-07
training	bfwb398	random-like-tol6	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	572.41600000000005	1.3552527156068805e-20
training	bfwb398	random-like-tol6	3	8	0	gmres-ilut-cpu-v1	250	1	gate-rejected	2962.9580000000001	1.0198612697283418e-07
training	bfwb398	random-like-tol6	3	8	1	gmres-ilu0-cpu-v1	250	2	gate-rejected	88.417000000000002	1.1981049491078092e-07
training	bfwb398	random-like-tol6	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	633.5	1.3552527156068805e-20
training	bfwb398	random-like-tol6	4	2	0	gmres-ilut-cpu-v1	250	1	gate-rejected	3012.9169999999999	1.0198612697283418e-07
training	bfwb398	random-like-tol6	4	2	1	gmres-ilu0-cpu-v1	250	2	gate-rejected	97.790999999999997	1.1981049491078092e-07
training	bfwb398	random-like-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	756.25	1.3552527156068805e-20
training	bfwb398	random-like-tol10	0	11	0	gmres-ilut-cpu-v1	250	3	gate-rejected	2973.875	7.4288023852570571e-12
training	bfwb398	random-like-tol10	0	11	1	gmres-ilu0-cpu-v1	250	5	gate-rejected	113.041	8.739309358752115e-11
training	bfwb398	random-like-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	591.95799999999997	1.3552527156068805e-20
training	bfwb398	random-like-tol10	1	3	0	gmres-ilut-cpu-v1	250	3	gate-rejected	3992	7.4288023852570571e-12
training	bfwb398	random-like-tol10	1	3	1	gmres-ilu0-cpu-v1	250	5	gate-rejected	132.375	8.739309358752115e-11
training	bfwb398	random-like-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	567.45799999999997	1.3552527156068805e-20
training	bfwb398	random-like-tol10	2	7	0	gmres-ilut-cpu-v1	250	3	gate-rejected	4774.8329999999996	7.4288023852570571e-12
training	bfwb398	random-like-tol10	2	7	1	gmres-ilu0-cpu-v1	250	5	gate-rejected	120.666	8.739309358752115e-11
training	bfwb398	random-like-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	971.16600000000005	1.3552527156068805e-20
training	bfwb398	random-like-tol10	3	8	0	gmres-ilut-cpu-v1	250	3	gate-rejected	2993.5	7.4288023852570571e-12
training	bfwb398	random-like-tol10	3	8	1	gmres-ilu0-cpu-v1	250	5	gate-rejected	186.292	8.739309358752115e-11
training	bfwb398	random-like-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	723.54200000000003	1.3552527156068805e-20
training	bfwb398	random-like-tol10	4	2	0	gmres-ilut-cpu-v1	250	3	gate-rejected	4854.5829999999996	7.4288023852570571e-12
training	bfwb398	random-like-tol10	4	2	1	gmres-ilu0-cpu-v1	250	5	gate-rejected	179.75	8.739309358752115e-11
training	bfwb398	random-like-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	645.41600000000005	1.3552527156068805e-20
training	saylr4	smooth-tol6	0	6	0	gmres-ilu0-cpu-v1	250	52	accepted	8674.625	9.0949409824875316e-07
training	saylr4	smooth-tol6	1	2	0	gmres-ilu0-cpu-v1	250	52	accepted	8407.3330000000005	9.0949409824875316e-07
training	saylr4	smooth-tol6	2	4	0	gmres-ilu0-cpu-v1	250	52	accepted	7862.5829999999996	9.0949409824875316e-07
training	saylr4	smooth-tol6	3	5	0	gmres-ilu0-cpu-v1	250	52	accepted	7339.8329999999996	9.0949409824875316e-07
training	saylr4	smooth-tol6	4	1	0	gmres-ilu0-cpu-v1	250	52	accepted	8328.1669999999995	9.0949409824875316e-07
training	saylr4	smooth-tol10	0	6	0	gmres-ilu0-cpu-v1	250	117	accepted	28742.292000000001	1.5332730918249382e-10
training	saylr4	smooth-tol10	1	2	0	gmres-ilu0-cpu-v1	250	117	accepted	31401.082999999999	1.5332730918249382e-10
training	saylr4	smooth-tol10	2	4	0	gmres-ilu0-cpu-v1	250	117	accepted	16807.582999999999	1.5332730918249382e-10
training	saylr4	smooth-tol10	3	5	0	gmres-ilu0-cpu-v1	250	117	accepted	19692.542000000001	1.5332730918249382e-10
training	saylr4	smooth-tol10	4	1	0	gmres-ilu0-cpu-v1	250	117	accepted	18681.667000000001	1.5332730918249382e-10
training	saylr4	oscillatory-tol6	0	6	0	gmres-ilu0-cpu-v1	250	10	accepted	1842.4590000000001	0.0093480468622146873
training	saylr4	oscillatory-tol6	1	2	0	gmres-ilu0-cpu-v1	250	10	accepted	1842.5419999999999	0.0093480468622146873
training	saylr4	oscillatory-tol6	2	4	0	gmres-ilu0-cpu-v1	250	10	accepted	1337.5830000000001	0.0093480468622146873
training	saylr4	oscillatory-tol6	3	5	0	gmres-ilu0-cpu-v1	250	10	accepted	1190	0.0093480468622146873
training	saylr4	oscillatory-tol6	4	1	0	gmres-ilu0-cpu-v1	250	10	accepted	1653.3340000000001	0.0093480468622146873
training	saylr4	oscillatory-tol10	0	6	0	gmres-ilu0-cpu-v1	250	78	accepted	12555.959000000001	1.2116779544157907e-06
training	saylr4	oscillatory-tol10	1	2	0	gmres-ilu0-cpu-v1	250	78	accepted	12279.709000000001	1.2116779544157907e-06
training	saylr4	oscillatory-tol10	2	4	0	gmres-ilu0-cpu-v1	250	78	accepted	13901.208000000001	1.2116779544157907e-06
training	saylr4	oscillatory-tol10	3	5	0	gmres-ilu0-cpu-v1	250	78	accepted	12293.833000000001	1.2116779544157907e-06
training	saylr4	oscillatory-tol10	4	1	0	gmres-ilu0-cpu-v1	250	78	accepted	11609.084000000001	1.2116779544157907e-06
training	saylr4	sparse-tol6	0	6	0	gmres-ilu0-cpu-v1	250	9	accepted	1331.5830000000001	0.0021642979339429654
training	saylr4	sparse-tol6	1	2	0	gmres-ilu0-cpu-v1	250	9	accepted	1542.8330000000001	0.0021642979339429654
training	saylr4	sparse-tol6	2	4	0	gmres-ilu0-cpu-v1	250	9	accepted	23018.875	0.0021642979339429654
training	saylr4	sparse-tol6	3	5	0	gmres-ilu0-cpu-v1	250	9	accepted	1299.875	0.0021642979339429654
training	saylr4	sparse-tol6	4	1	0	gmres-ilu0-cpu-v1	250	9	accepted	1308.7919999999999	0.0021642979339429654
training	saylr4	sparse-tol10	0	6	0	gmres-ilu0-cpu-v1	250	78	accepted	11177.709000000001	7.342841854551807e-07
training	saylr4	sparse-tol10	1	2	0	gmres-ilu0-cpu-v1	250	78	accepted	10596	7.342841854551807e-07
training	saylr4	sparse-tol10	2	4	0	gmres-ilu0-cpu-v1	250	78	accepted	11807.625	7.342841854551807e-07
training	saylr4	sparse-tol10	3	5	0	gmres-ilu0-cpu-v1	250	78	accepted	15042.208000000001	7.342841854551807e-07
training	saylr4	sparse-tol10	4	1	0	gmres-ilu0-cpu-v1	250	78	accepted	12005.208000000001	7.342841854551807e-07
training	saylr4	random-like-tol6	0	6	0	gmres-ilu0-cpu-v1	250	11	accepted	1532.625	0.0081822558223052511
training	saylr4	random-like-tol6	1	2	0	gmres-ilu0-cpu-v1	250	11	accepted	1351.375	0.0081822558223052511
training	saylr4	random-like-tol6	2	4	0	gmres-ilu0-cpu-v1	250	11	accepted	1518.7919999999999	0.0081822558223052511
training	saylr4	random-like-tol6	3	5	0	gmres-ilu0-cpu-v1	250	11	accepted	2840.4580000000001	0.0081822558223052511
training	saylr4	random-like-tol6	4	1	0	gmres-ilu0-cpu-v1	250	11	accepted	1356.4169999999999	0.0081822558223052511
training	saylr4	random-like-tol10	0	6	0	gmres-ilu0-cpu-v1	250	65	accepted	10706.916999999999	5.5585041991434991e-07
training	saylr4	random-like-tol10	1	2	0	gmres-ilu0-cpu-v1	250	65	accepted	11443.290999999999	5.5585041991434991e-07
training	saylr4	random-like-tol10	2	4	0	gmres-ilu0-cpu-v1	250	65	accepted	11830.084000000001	5.5585041991434991e-07
training	saylr4	random-like-tol10	3	5	0	gmres-ilu0-cpu-v1	250	65	accepted	9769.875	5.5585041991434991e-07
training	saylr4	random-like-tol10	4	1	0	gmres-ilu0-cpu-v1	250	65	accepted	10658.875	5.5585041991434991e-07
training	impcol_e	smooth-tol6	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.4159999999999999	inf
training	impcol_e	smooth-tol6	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	16.25	inf
training	impcol_e	smooth-tol6	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	293.04199999999997	4.5474735088646412e-13
training	impcol_e	smooth-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.5	inf
training	impcol_e	smooth-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	13.042	inf
training	impcol_e	smooth-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	144.416	4.5474735088646412e-13
training	impcol_e	smooth-tol6	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.83399999999999996	inf
training	impcol_e	smooth-tol6	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	15.417	inf
training	impcol_e	smooth-tol6	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	224.667	4.5474735088646412e-13
training	impcol_e	smooth-tol6	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.54100000000000004	inf
training	impcol_e	smooth-tol6	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	13.291	inf
training	impcol_e	smooth-tol6	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	154.542	4.5474735088646412e-13
training	impcol_e	smooth-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.91700000000000004	inf
training	impcol_e	smooth-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	14.916	inf
training	impcol_e	smooth-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	329.5	4.5474735088646412e-13
training	impcol_e	smooth-tol10	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.375	inf
training	impcol_e	smooth-tol10	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	15.125	inf
training	impcol_e	smooth-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	252.917	4.5474735088646412e-13
training	impcol_e	smooth-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.875	inf
training	impcol_e	smooth-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	14.542	inf
training	impcol_e	smooth-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	212.917	4.5474735088646412e-13
training	impcol_e	smooth-tol10	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.95799999999999996	inf
training	impcol_e	smooth-tol10	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	14.333	inf
training	impcol_e	smooth-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	146	4.5474735088646412e-13
training	impcol_e	smooth-tol10	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.54100000000000004	inf
training	impcol_e	smooth-tol10	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	14.458	inf
training	impcol_e	smooth-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	136.625	4.5474735088646412e-13
training	impcol_e	smooth-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.375	inf
training	impcol_e	smooth-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	16.667000000000002	inf
training	impcol_e	smooth-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	224.25	4.5474735088646412e-13
training	impcol_e	oscillatory-tol6	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.83399999999999996	inf
training	impcol_e	oscillatory-tol6	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	14.917	inf
training	impcol_e	oscillatory-tol6	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	184	4.5474735088646412e-13
training	impcol_e	oscillatory-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.41699999999999998	inf
training	impcol_e	oscillatory-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	13.125	inf
training	impcol_e	oscillatory-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	134.541	4.5474735088646412e-13
training	impcol_e	oscillatory-tol6	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.66700000000000004	inf
training	impcol_e	oscillatory-tol6	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	14.625	inf
training	impcol_e	oscillatory-tol6	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	217.625	4.5474735088646412e-13
training	impcol_e	oscillatory-tol6	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.1659999999999999	inf
training	impcol_e	oscillatory-tol6	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	13.209	inf
training	impcol_e	oscillatory-tol6	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	333.709	4.5474735088646412e-13
training	impcol_e	oscillatory-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.9169999999999998	inf
training	impcol_e	oscillatory-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	18.209	inf
training	impcol_e	oscillatory-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	246.333	4.5474735088646412e-13
training	impcol_e	oscillatory-tol10	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.91700000000000004	inf
training	impcol_e	oscillatory-tol10	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	15.417	inf
training	impcol_e	oscillatory-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	235.416	4.5474735088646412e-13
training	impcol_e	oscillatory-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.0840000000000001	inf
training	impcol_e	oscillatory-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	13.916	inf
training	impcol_e	oscillatory-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	134.083	4.5474735088646412e-13
training	impcol_e	oscillatory-tol10	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.292	inf
training	impcol_e	oscillatory-tol10	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	16.041	inf
training	impcol_e	oscillatory-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	164.458	4.5474735088646412e-13
training	impcol_e	oscillatory-tol10	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.91700000000000004	inf
training	impcol_e	oscillatory-tol10	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	14.792	inf
training	impcol_e	oscillatory-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	187.125	4.5474735088646412e-13
training	impcol_e	oscillatory-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.4159999999999999	inf
training	impcol_e	oscillatory-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	15.833	inf
training	impcol_e	oscillatory-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	240.292	4.5474735088646412e-13
training	impcol_e	sparse-tol6	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.875	inf
training	impcol_e	sparse-tol6	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	14.083	inf
training	impcol_e	sparse-tol6	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	164.208	9.0949470177292824e-13
training	impcol_e	sparse-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.45800000000000002	inf
training	impcol_e	sparse-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	13	inf
training	impcol_e	sparse-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	135.542	9.0949470177292824e-13
training	impcol_e	sparse-tol6	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.75	inf
training	impcol_e	sparse-tol6	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	14.833	inf
training	impcol_e	sparse-tol6	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	222.417	9.0949470177292824e-13
training	impcol_e	sparse-tol6	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.45800000000000002	inf
training	impcol_e	sparse-tol6	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	12.833	inf
training	impcol_e	sparse-tol6	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	133.542	9.0949470177292824e-13
training	impcol_e	sparse-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.0840000000000001	inf
training	impcol_e	sparse-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	15.459	inf
training	impcol_e	sparse-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	228.208	9.0949470177292824e-13
training	impcol_e	sparse-tol10	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.83299999999999996	inf
training	impcol_e	sparse-tol10	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	14.958	inf
training	impcol_e	sparse-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	279.75	9.0949470177292824e-13
training	impcol_e	sparse-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.125	inf
training	impcol_e	sparse-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	41.667000000000002	inf
training	impcol_e	sparse-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	425.666	9.0949470177292824e-13
training	impcol_e	sparse-tol10	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.0409999999999999	inf
training	impcol_e	sparse-tol10	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	39.790999999999997	inf
training	impcol_e	sparse-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	374.54199999999997	9.0949470177292824e-13
training	impcol_e	sparse-tol10	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.5	inf
training	impcol_e	sparse-tol10	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	13.25	inf
training	impcol_e	sparse-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	135.958	9.0949470177292824e-13
training	impcol_e	sparse-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.79200000000000004	inf
training	impcol_e	sparse-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	15.667	inf
training	impcol_e	sparse-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	224.5	9.0949470177292824e-13
training	impcol_e	random-like-tol6	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.95799999999999996	inf
training	impcol_e	random-like-tol6	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	15.834	inf
training	impcol_e	random-like-tol6	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	241.959	1.1368683772161603e-13
training	impcol_e	random-like-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.5	inf
training	impcol_e	random-like-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	13.084	inf
training	impcol_e	random-like-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	133.792	1.1368683772161603e-13
training	impcol_e	random-like-tol6	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	1	inf
training	impcol_e	random-like-tol6	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	15.417	inf
training	impcol_e	random-like-tol6	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	343.08300000000003	1.1368683772161603e-13
training	impcol_e	random-like-tol6	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.45900000000000002	inf
training	impcol_e	random-like-tol6	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	12.916	inf
training	impcol_e	random-like-tol6	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	135.167	1.1368683772161603e-13
training	impcol_e	random-like-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.083	inf
training	impcol_e	random-like-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	15.458	inf
training	impcol_e	random-like-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	210.5	1.1368683772161603e-13
training	impcol_e	random-like-tol10	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.0409999999999999	inf
training	impcol_e	random-like-tol10	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	15.916	inf
training	impcol_e	random-like-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	209.25	4.5474735088646412e-13
training	impcol_e	random-like-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.5	inf
training	impcol_e	random-like-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	13.125	inf
training	impcol_e	random-like-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	247.375	4.5474735088646412e-13
training	impcol_e	random-like-tol10	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.79100000000000004	inf
training	impcol_e	random-like-tol10	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	14.125	inf
training	impcol_e	random-like-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	154.709	4.5474735088646412e-13
training	impcol_e	random-like-tol10	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.70799999999999996	inf
training	impcol_e	random-like-tol10	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	12.959	inf
training	impcol_e	random-like-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	132.416	4.5474735088646412e-13
training	impcol_e	random-like-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.333	inf
training	impcol_e	random-like-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	15.875	inf
training	impcol_e	random-like-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	1036.7919999999999	4.5474735088646412e-13
training	west0479	smooth-tol6	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.375	inf
training	west0479	smooth-tol6	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.375	inf
training	west0479	smooth-tol6	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	609.54200000000003	1.7462298274040222e-10
training	west0479	smooth-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.91700000000000004	inf
training	west0479	smooth-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	25.417000000000002	inf
training	west0479	smooth-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	568.875	1.7462298274040222e-10
training	west0479	smooth-tol6	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.708	inf
training	west0479	smooth-tol6	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	29.125	inf
training	west0479	smooth-tol6	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	611.45799999999997	1.7462298274040222e-10
training	west0479	smooth-tol6	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.542	inf
training	west0479	smooth-tol6	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	27.291	inf
training	west0479	smooth-tol6	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	534.45799999999997	1.7462298274040222e-10
training	west0479	smooth-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.1669999999999998	inf
training	west0479	smooth-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.417000000000002	inf
training	west0479	smooth-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	603.25	1.7462298274040222e-10
