split	matrix	request	repetition	schedule_position	attempt_index	backend	budget	executed_iterations	status	wall_us	residual_inf
training	west0479	smooth-tol10	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	3.125	inf
training	west0479	smooth-tol10	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	69.125	inf
training	west0479	smooth-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	854.08399999999995	1.7462298274040222e-10
training	west0479	smooth-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	2	inf
training	west0479	smooth-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	27.125	inf
training	west0479	smooth-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	503.25	1.7462298274040222e-10
training	west0479	smooth-tol10	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.9159999999999999	inf
training	west0479	smooth-tol10	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.125	inf
training	west0479	smooth-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	850.375	1.7462298274040222e-10
training	west0479	smooth-tol10	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.91600000000000004	inf
training	west0479	smooth-tol10	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	23.875	inf
training	west0479	smooth-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	544.29200000000003	1.7462298274040222e-10
training	west0479	smooth-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	3.0419999999999998	inf
training	west0479	smooth-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	65.707999999999998	inf
training	west0479	smooth-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	887	1.7462298274040222e-10
training	west0479	oscillatory-tol6	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.1669999999999998	inf
training	west0479	oscillatory-tol6	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	31.25	inf
training	west0479	oscillatory-tol6	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	604.625	2.3283064365386963e-10
training	west0479	oscillatory-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.25	inf
training	west0479	oscillatory-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	60.875	inf
training	west0479	oscillatory-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	972.70799999999997	2.3283064365386963e-10
training	west0479	oscillatory-tol6	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.8340000000000001	inf
training	west0479	oscillatory-tol6	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.167000000000002	inf
training	west0479	oscillatory-tol6	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	585.91700000000003	2.3283064365386963e-10
training	west0479	oscillatory-tol6	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.5	inf
training	west0479	oscillatory-tol6	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	23.959	inf
training	west0479	oscillatory-tol6	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	366.29199999999997	2.3283064365386963e-10
training	west0479	oscillatory-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.2080000000000002	inf
training	west0479	oscillatory-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	31.084	inf
training	west0479	oscillatory-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	862.20799999999997	2.3283064365386963e-10
training	west0479	oscillatory-tol10	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.8340000000000001	inf
training	west0479	oscillatory-tol10	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.375	inf
training	west0479	oscillatory-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	662.125	2.3283064365386963e-10
training	west0479	oscillatory-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.208	inf
training	west0479	oscillatory-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	27.875	inf
training	west0479	oscillatory-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	588.29200000000003	2.3283064365386963e-10
training	west0479	oscillatory-tol10	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.75	inf
training	west0479	oscillatory-tol10	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.5	inf
training	west0479	oscillatory-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	819.41700000000003	2.3283064365386963e-10
training	west0479	oscillatory-tol10	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.5419999999999998	inf
training	west0479	oscillatory-tol10	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	84.375	inf
training	west0479	oscillatory-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	917.79200000000003	2.3283064365386963e-10
training	west0479	oscillatory-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.4159999999999999	inf
training	west0479	oscillatory-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	31.084	inf
training	west0479	oscillatory-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	645.45899999999995	2.3283064365386963e-10
training	west0479	sparse-tol6	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.667	inf
training	west0479	sparse-tol6	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.542000000000002	inf
training	west0479	sparse-tol6	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	604.91700000000003	1.2064459476932318e-11
training	west0479	sparse-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.79200000000000004	inf
training	west0479	sparse-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	24.791	inf
training	west0479	sparse-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	423.70800000000003	1.2064459476932318e-11
training	west0479	sparse-tol6	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.75	inf
training	west0479	sparse-tol6	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.791	inf
training	west0479	sparse-tol6	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	612.45899999999995	1.2064459476932318e-11
training	west0479	sparse-tol6	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	3	inf
training	west0479	sparse-tol6	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	75.792000000000002	inf
training	west0479	sparse-tol6	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	495.75	1.2064459476932318e-11
training	west0479	sparse-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.3340000000000001	inf
training	west0479	sparse-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	31.709	inf
training	west0479	sparse-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	794.16600000000005	1.2064459476932318e-11
training	west0479	sparse-tol10	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.875	inf
training	west0479	sparse-tol10	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	29.957999999999998	inf
training	west0479	sparse-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	679.16700000000003	1.2064459476932318e-11
training	west0479	sparse-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	0.875	inf
training	west0479	sparse-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	24.457999999999998	inf
training	west0479	sparse-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	401.166	1.2064459476932318e-11
training	west0479	sparse-tol10	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.9159999999999999	inf
training	west0479	sparse-tol10	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.917000000000002	inf
training	west0479	sparse-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	932.25	1.2064459476932318e-11
training	west0479	sparse-tol10	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.25	inf
training	west0479	sparse-tol10	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	24	inf
training	west0479	sparse-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	451.5	1.2064459476932318e-11
training	west0479	sparse-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.4590000000000001	inf
training	west0479	sparse-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.957999999999998	inf
training	west0479	sparse-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	607.04100000000005	1.2064459476932318e-11
training	west0479	random-like-tol6	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.833	inf
training	west0479	random-like-tol6	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	31.584	inf
training	west0479	random-like-tol6	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	589.625	8.7311491370201111e-11
training	west0479	random-like-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.0840000000000001	inf
training	west0479	random-like-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	26.457999999999998	inf
training	west0479	random-like-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	809.41700000000003	8.7311491370201111e-11
training	west0479	random-like-tol6	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.833	inf
training	west0479	random-like-tol6	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.291	inf
training	west0479	random-like-tol6	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	599.41600000000005	8.7311491370201111e-11
training	west0479	random-like-tol6	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	1	inf
training	west0479	random-like-tol6	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	27.584	inf
training	west0479	random-like-tol6	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	455.875	8.7311491370201111e-11
training	west0479	random-like-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.1659999999999999	inf
training	west0479	random-like-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.125	inf
training	west0479	random-like-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	817.16600000000005	8.7311491370201111e-11
training	west0479	random-like-tol10	0	11	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.875	inf
training	west0479	random-like-tol10	0	11	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.792000000000002	inf
training	west0479	random-like-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	608.16700000000003	7.2759576141834259e-11
training	west0479	random-like-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.583	inf
training	west0479	random-like-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	27.375	inf
training	west0479	random-like-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	503.125	7.2759576141834259e-11
training	west0479	random-like-tol10	2	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	2.0419999999999998	inf
training	west0479	random-like-tol10	2	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	30.667000000000002	inf
training	west0479	random-like-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	623.91600000000005	7.2759576141834259e-11
training	west0479	random-like-tol10	3	8	0	gmres-ilut-cpu-v1	250	0	solver-failed	1	inf
training	west0479	random-like-tol10	3	8	1	gmres-ilu0-cpu-v1	250	0	solver-failed	24.667000000000002	inf
training	west0479	random-like-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	417.79199999999997	7.2759576141834259e-11
training	west0479	random-like-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	1.792	inf
training	west0479	random-like-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	31.292000000000002	inf
training	west0479	random-like-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	707.20799999999997	7.2759576141834259e-11
calibration	nasa2910	smooth-tol6	0	10	0	pcg-ic0-cpu-v1	250	0	solver-failed	536.20799999999997	inf
calibration	nasa2910	smooth-tol6	0	10	1	pcg-jacobi-cpu-v1	250	112	gate-rejected	15588.666999999999	31479.59046042338
calibration	nasa2910	smooth-tol6	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	28182.625	1.4883698895573616e-07
calibration	nasa2910	smooth-tol6	1	3	0	pcg-ic0-cpu-v1	250	0	solver-failed	483.625	inf
calibration	nasa2910	smooth-tol6	1	3	1	pcg-jacobi-cpu-v1	250	112	gate-rejected	14939.125	31479.59046042338
calibration	nasa2910	smooth-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	32084.875	1.4883698895573616e-07
calibration	nasa2910	smooth-tol6	2	6	0	pcg-ic0-cpu-v1	250	0	solver-failed	362.5	inf
calibration	nasa2910	smooth-tol6	2	6	1	pcg-jacobi-cpu-v1	250	112	gate-rejected	12438.25	31479.59046042338
calibration	nasa2910	smooth-tol6	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	24850.667000000001	1.4883698895573616e-07
calibration	nasa2910	smooth-tol6	3	7	0	pcg-ic0-cpu-v1	250	0	solver-failed	554.29200000000003	inf
calibration	nasa2910	smooth-tol6	3	7	1	pcg-jacobi-cpu-v1	250	112	gate-rejected	15654.915999999999	31479.59046042338
calibration	nasa2910	smooth-tol6	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	32296.792000000001	1.4883698895573616e-07
calibration	nasa2910	smooth-tol6	4	2	0	pcg-ic0-cpu-v1	250	0	solver-failed	495.20800000000003	inf
calibration	nasa2910	smooth-tol6	4	2	1	pcg-jacobi-cpu-v1	250	112	gate-rejected	14014.458000000001	31479.59046042338
calibration	nasa2910	smooth-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	29898.625	1.4883698895573616e-07
calibration	nasa2910	smooth-tol10	0	10	0	pcg-ic0-cpu-v1	250	0	solver-failed	357.25	inf
calibration	nasa2910	smooth-tol10	0	10	1	pcg-jacobi-cpu-v1	250	112	gate-rejected	14357.75	31479.59046042338
calibration	nasa2910	smooth-tol10	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	28242.625	1.4883698895573616e-07
calibration	nasa2910	smooth-tol10	1	3	0	pcg-ic0-cpu-v1	250	0	solver-failed	565.79100000000005	inf
calibration	nasa2910	smooth-tol10	1	3	1	pcg-jacobi-cpu-v1	250	112	gate-rejected	19718.875	31479.59046042338
calibration	nasa2910	smooth-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	26552.083999999999	1.4883698895573616e-07
calibration	nasa2910	smooth-tol10	2	6	0	pcg-ic0-cpu-v1	250	0	solver-failed	541.79100000000005	inf
calibration	nasa2910	smooth-tol10	2	6	1	pcg-jacobi-cpu-v1	250	112	gate-rejected	13630.290999999999	31479.59046042338
calibration	nasa2910	smooth-tol10	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	30616.375	1.4883698895573616e-07
calibration	nasa2910	smooth-tol10	3	7	0	pcg-ic0-cpu-v1	250	0	solver-failed	343.33300000000003	inf
calibration	nasa2910	smooth-tol10	3	7	1	pcg-jacobi-cpu-v1	250	112	gate-rejected	12802.290999999999	31479.59046042338
calibration	nasa2910	smooth-tol10	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	24332.416000000001	1.4883698895573616e-07
calibration	nasa2910	smooth-tol10	4	2	0	pcg-ic0-cpu-v1	250	0	solver-failed	359.584	inf
calibration	nasa2910	smooth-tol10	4	2	1	pcg-jacobi-cpu-v1	250	112	gate-rejected	17991.25	31479.59046042338
calibration	nasa2910	smooth-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	28431.625	1.4883698895573616e-07
calibration	nasa2910	oscillatory-tol6	0	10	0	pcg-ic0-cpu-v1	250	0	solver-failed	526.625	inf
calibration	nasa2910	oscillatory-tol6	0	10	1	pcg-jacobi-cpu-v1	250	200	gate-rejected	27489.042000000001	912.32610088586807
calibration	nasa2910	oscillatory-tol6	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	32060.082999999999	1.0430812835693359e-07
calibration	nasa2910	oscillatory-tol6	1	3	0	pcg-ic0-cpu-v1	250	0	solver-failed	590.875	inf
calibration	nasa2910	oscillatory-tol6	1	3	1	pcg-jacobi-cpu-v1	250	200	gate-rejected	25673.457999999999	912.32610088586807
calibration	nasa2910	oscillatory-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	28711.332999999999	1.0430812835693359e-07
calibration	nasa2910	oscillatory-tol6	2	6	0	pcg-ic0-cpu-v1	250	0	solver-failed	596.04100000000005	inf
calibration	nasa2910	oscillatory-tol6	2	6	1	pcg-jacobi-cpu-v1	250	200	gate-rejected	24788.708999999999	912.32610088586807
calibration	nasa2910	oscillatory-tol6	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	28004.417000000001	1.0430812835693359e-07
calibration	nasa2910	oscillatory-tol6	3	7	0	pcg-ic0-cpu-v1	250	0	solver-failed	430.83300000000003	inf
calibration	nasa2910	oscillatory-tol6	3	7	1	pcg-jacobi-cpu-v1	250	200	gate-rejected	23692.582999999999	912.32610088586807
calibration	nasa2910	oscillatory-tol6	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	27072.292000000001	1.0430812835693359e-07
calibration	nasa2910	oscillatory-tol6	4	2	0	pcg-ic0-cpu-v1	250	0	solver-failed	364.41699999999997	inf
calibration	nasa2910	oscillatory-tol6	4	2	1	pcg-jacobi-cpu-v1	250	200	gate-rejected	41591.207999999999	912.32610088586807
calibration	nasa2910	oscillatory-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	25132.125	1.0430812835693359e-07
calibration	nasa2910	oscillatory-tol10	0	10	0	pcg-ic0-cpu-v1	250	0	solver-failed	377.95800000000003	inf
calibration	nasa2910	oscillatory-tol10	0	10	1	pcg-jacobi-cpu-v1	250	200	gate-rejected	28312.792000000001	912.32610088586807
calibration	nasa2910	oscillatory-tol10	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	37084.75	1.0430812835693359e-07
calibration	nasa2910	oscillatory-tol10	1	3	0	pcg-ic0-cpu-v1	250	0	solver-failed	495.584	inf
calibration	nasa2910	oscillatory-tol10	1	3	1	pcg-jacobi-cpu-v1	250	200	gate-rejected	46407.75	912.32610088586807
calibration	nasa2910	oscillatory-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	27794.375	1.0430812835693359e-07
calibration	nasa2910	oscillatory-tol10	2	6	0	pcg-ic0-cpu-v1	250	0	solver-failed	359.459	inf
calibration	nasa2910	oscillatory-tol10	2	6	1	pcg-jacobi-cpu-v1	250	200	gate-rejected	25360.082999999999	912.32610088586807
calibration	nasa2910	oscillatory-tol10	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	27233.083999999999	1.0430812835693359e-07
calibration	nasa2910	oscillatory-tol10	3	7	0	pcg-ic0-cpu-v1	250	0	solver-failed	467.41699999999997	inf
calibration	nasa2910	oscillatory-tol10	3	7	1	pcg-jacobi-cpu-v1	250	200	gate-rejected	22513.417000000001	912.32610088586807
calibration	nasa2910	oscillatory-tol10	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	27977.207999999999	1.0430812835693359e-07
calibration	nasa2910	oscillatory-tol10	4	2	0	pcg-ic0-cpu-v1	250	0	solver-failed	356	inf
calibration	nasa2910	oscillatory-tol10	4	2	1	pcg-jacobi-cpu-v1	250	200	gate-rejected	21876.917000000001	912.32610088586807
calibration	nasa2910	oscillatory-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	25921.957999999999	1.0430812835693359e-07
calibration	nasa2910	sparse-tol6	0	10	0	pcg-ic0-cpu-v1	250	0	solver-failed	649.91700000000003	inf
calibration	nasa2910	sparse-tol6	0	10	1	pcg-jacobi-cpu-v1	250	101	gate-rejected	16093.125	780.97558976127766
calibration	nasa2910	sparse-tol6	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	30700.5	1.8017892065426018e-08
calibration	nasa2910	sparse-tol6	1	3	0	pcg-ic0-cpu-v1	250	0	solver-failed	357.58300000000003	inf
calibration	nasa2910	sparse-tol6	1	3	1	pcg-jacobi-cpu-v1	250	101	gate-rejected	10422.166999999999	780.97558976127766
calibration	nasa2910	sparse-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	29472.332999999999	1.8017892065426018e-08
calibration	nasa2910	sparse-tol6	2	6	0	pcg-ic0-cpu-v1	250	0	solver-failed	650	inf
calibration	nasa2910	sparse-tol6	2	6	1	pcg-jacobi-cpu-v1	250	101	gate-rejected	17730.25	780.97558976127766
calibration	nasa2910	sparse-tol6	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	27856.875	1.8017892065426018e-08
calibration	nasa2910	sparse-tol6	3	7	0	pcg-ic0-cpu-v1	250	0	solver-failed	358.25	inf
calibration	nasa2910	sparse-tol6	3	7	1	pcg-jacobi-cpu-v1	250	101	gate-rejected	11546.625	780.97558976127766
calibration	nasa2910	sparse-tol6	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	30750.875	1.8017892065426018e-08
calibration	nasa2910	sparse-tol6	4	2	0	pcg-ic0-cpu-v1	250	0	solver-failed	358.33300000000003	inf
calibration	nasa2910	sparse-tol6	4	2	1	pcg-jacobi-cpu-v1	250	101	gate-rejected	11238.916999999999	780.97558976127766
calibration	nasa2910	sparse-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	29004.541000000001	1.8017892065426018e-08
calibration	nasa2910	sparse-tol10	0	10	0	pcg-ic0-cpu-v1	250	0	solver-failed	376.125	inf
calibration	nasa2910	sparse-tol10	0	10	1	pcg-jacobi-cpu-v1	250	101	gate-rejected	13016.625	780.97558976127766
calibration	nasa2910	sparse-tol10	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	26212.042000000001	1.8017892065426018e-08
calibration	nasa2910	sparse-tol10	1	3	0	pcg-ic0-cpu-v1	250	0	solver-failed	385.625	inf
calibration	nasa2910	sparse-tol10	1	3	1	pcg-jacobi-cpu-v1	250	101	gate-rejected	10907	780.97558976127766
calibration	nasa2910	sparse-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	28809.416000000001	1.8017892065426018e-08
calibration	nasa2910	sparse-tol10	2	6	0	pcg-ic0-cpu-v1	250	0	solver-failed	357.875	inf
calibration	nasa2910	sparse-tol10	2	6	1	pcg-jacobi-cpu-v1	250	101	gate-rejected	12024.459000000001	780.97558976127766
calibration	nasa2910	sparse-tol10	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	28915.292000000001	1.8017892065426018e-08
calibration	nasa2910	sparse-tol10	3	7	0	pcg-ic0-cpu-v1	250	0	solver-failed	342.791	inf
calibration	nasa2910	sparse-tol10	3	7	1	pcg-jacobi-cpu-v1	250	101	gate-rejected	13179.709000000001	780.97558976127766
calibration	nasa2910	sparse-tol10	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	24756.125	1.8017892065426018e-08
calibration	nasa2910	sparse-tol10	4	2	0	pcg-ic0-cpu-v1	250	0	solver-failed	677.875	inf
calibration	nasa2910	sparse-tol10	4	2	1	pcg-jacobi-cpu-v1	250	101	gate-rejected	13262.584000000001	780.97558976127766
calibration	nasa2910	sparse-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	28133.792000000001	1.8017892065426018e-08
calibration	nasa2910	random-like-tol6	0	10	0	pcg-ic0-cpu-v1	250	0	solver-failed	358.45800000000003	inf
calibration	nasa2910	random-like-tol6	0	10	1	pcg-jacobi-cpu-v1	250	250	accepted	33590.5	242.36351217515767
calibration	nasa2910	random-like-tol6	1	3	0	pcg-ic0-cpu-v1	250	0	solver-failed	599.29100000000005	inf
calibration	nasa2910	random-like-tol6	1	3	1	pcg-jacobi-cpu-v1	250	250	accepted	29508.708999999999	242.36351217515767
calibration	nasa2910	random-like-tol6	2	6	0	pcg-ic0-cpu-v1	250	0	solver-failed	680.83399999999995	inf
calibration	nasa2910	random-like-tol6	2	6	1	pcg-jacobi-cpu-v1	250	250	accepted	30912.125	242.36351217515767
calibration	nasa2910	random-like-tol6	3	7	0	pcg-ic0-cpu-v1	250	0	solver-failed	329.125	inf
calibration	nasa2910	random-like-tol6	3	7	1	pcg-jacobi-cpu-v1	250	250	accepted	27917	242.36351217515767
calibration	nasa2910	random-like-tol6	4	2	0	pcg-ic0-cpu-v1	250	0	solver-failed	407.91699999999997	inf
calibration	nasa2910	random-like-tol6	4	2	1	pcg-jacobi-cpu-v1	250	250	accepted	40033.292000000001	242.36351217515767
calibration	nasa2910	random-like-tol10	0	10	0	pcg-ic0-cpu-v1	250	0	solver-failed	438.375	inf
calibration	nasa2910	random-like-tol10	0	10	1	pcg-jacobi-cpu-v1	250	31	gate-rejected	3747	88647.205248052254
calibration	nasa2910	random-like-tol10	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	27091.417000000001	8.5681676864624023e-08
calibration	nasa2910	random-like-tol10	1	3	0	pcg-ic0-cpu-v1	250	0	solver-failed	427.29199999999997	inf
calibration	nasa2910	random-like-tol10	1	3	1	pcg-jacobi-cpu-v1	250	31	gate-rejected	3843.6669999999999	88647.205248052254
calibration	nasa2910	random-like-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	35200	8.5681676864624023e-08
calibration	nasa2910	random-like-tol10	2	6	0	pcg-ic0-cpu-v1	250	0	solver-failed	633.875	inf
calibration	nasa2910	random-like-tol10	2	6	1	pcg-jacobi-cpu-v1	250	31	gate-rejected	5884.75	88647.205248052254
calibration	nasa2910	random-like-tol10	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	65859.25	8.5681676864624023e-08
calibration	nasa2910	random-like-tol10	3	7	0	pcg-ic0-cpu-v1	250	0	solver-failed	315.95800000000003	inf
calibration	nasa2910	random-like-tol10	3	7	1	pcg-jacobi-cpu-v1	250	31	gate-rejected	3357.875	88647.205248052254
calibration	nasa2910	random-like-tol10	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	32982.625	8.5681676864624023e-08
calibration	nasa2910	random-like-tol10	4	2	0	pcg-ic0-cpu-v1	250	0	solver-failed	642.04200000000003	inf
calibration	nasa2910	random-like-tol10	4	2	1	pcg-jacobi-cpu-v1	250	31	gate-rejected	6601.6670000000004	88647.205248052254
calibration	nasa2910	random-like-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	28048.082999999999	8.5681676864624023e-08
calibration	G10	smooth-tol6	0	10	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.4169999999999998	inf
calibration	G10	smooth-tol6	0	10	1	gmres-ilu0-cpu-v1	250	0	solver-failed	454.125	inf
calibration	G10	smooth-tol6	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	11589.5	5.6843418860808015e-14
calibration	G10	smooth-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.9160000000000004	inf
calibration	G10	smooth-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	381.625	inf
calibration	G10	smooth-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	10025.915999999999	5.6843418860808015e-14
